date time|pos.|scanned|hostname|hasAdminRights|numOpenPortsRequired|maxRam|ramUsed|purchasedByPlayer|moneyAvailable|moneyMax|hackDifficulty|minDifficulty|currentHackingLevel|requiredHackingSkill|depth|files|hackable|serverGrowth|Cores|moneyPercent|serverValue
2024-08-06 19:43:42|6.1.1.2.1.2|true|aevum-police|false|4|32|0|false|229640605|5741015125|76|25|264|427|5||false|31|3|0.04|21.356576265
2024-08-06 19:43:42|6.1.1.2.1.2.1|true|aerocorp|false|5|0|0|false|1090712010|27267800250|89|30|264|867|6|contract-742697.cct,man-and-machine.lit|false|55|7|0.04|349.936769875
2024-08-06 19:43:42|6.1.1.2.2|true|I.I.I.I|false|3|128|0|false|0|0|1|1|264|342|4|democracy-is-dead.lit|false|1|3|NaN|0
2024-08-06 19:43:42|6.1.1.2.2.1|true|lexo-corp|false|4|64|0|false|714421870|17860546750|74|25|264|724|5|contract-104683.cct,contract-652951.cct|false|61|3|0.04|130.73920221
2024-08-06 19:43:42|6.1.1.2.2.1.1|true|snap-fitness|false|4|0|0|false|450000000|11250000000|57|19|264|719|6||false|56|7|0.04|232.10526315789474
2024-08-06 19:43:42|6.2|true|max-hardware|false|1|32|0|false|10000000|250000000|15|5|264|80|1|contract-426128.cct,contract-793676.cct|true|30|2|0.04|3
2024-08-06 19:43:42|6.2.1|true|neo-net|false|1|32|0|false|5000000|125000000|25|8|264|50|2|contract-71323.cct,the-hidden-world.lit|true|25|2|0.04|0.78125
2024-08-06 19:43:42|6.2.1.1|true|the-hub|false|2|8|0|false|178505419|4462635475|36|12|264|290|3|contract-64050.cct|false|45|2|0.04|33.4697660625
2024-08-06 19:43:42|6.2.1.2|true|computek|false|3|0|0|false|233801413|5845035325|62|21|264|336|3|man-and-machine.lit|false|61|4|0.04|67.91374377619047
2024-08-06 19:43:42|6.2.1.3|true|netlink|false|3|32|0|false|275000000|6875000000|66|22|264|415|3|simulated-reality.lit|false|57|2|0.04|35.625
2024-08-06 19:43:42|6.2.1.3.1|true|syscore|false|4|0|0|false|565562038|14139050950|69|23|264|576|4|contract-133538.cct,contract-983833.cct|false|67|5|0.04|205.93835079347826
2024-08-06 19:43:42|6.2.1.4|true|johnson-ortho|false|2|0|0|false|77557104|1938927600|58|19|264|292|3|contract-173614.cct|false|51|3|0.04|15.613469621052632
2024-08-06 19:43:42|6.2.1.4.1|true|rothman-uni|false|3|64|0|false|215380536|5384513400|50|17|264|404|4|secret-societies.lit,tensions-in-tech-race.lit,the-failed-frontier.lit|false|44|4|0.04|55.745550494117644
2024-08-06 19:43:42|6.2.1.4.1.1|true|millenium-fitness|false|3|256|0|false|250000000|6250000000|45|15|264|497|5||false|26|6|0.04|65
2024-08-06 19:43:42|6.2.2|true|phantasy|false|2|32|0|false|24000000|600000000|20|7|264|100|2||true|35|2|0.04|6
2024-08-06 19:43:42|7|true|iron-gym|false|1|32|0|false|20000000|500000000|30|10|264|100|0||true|20|1|0.04|1
2024-08-06 19:43:42|8|true|purchased-server-0|true|5|16384|0|true|0|0|1|1|264|1|0||false|1|1|NaN|0
2024-08-06 19:43:42|9|true|purchased-server-1|true|5|8192|0|true|0|0|1|1|264|1|0||false|1|1|NaN|0
2024-08-06 19:43:42|10|true|purchased-server-2|true|5|2048|0|true|0|0|1|1|264|1|0||false|1|1|NaN|0
2024-08-06 19:43:42|11|true|purchased-server-3|true|5|1024|0|true|0|0|1|1|264|1|0||false|1|1|NaN|0
2024-08-06 19:43:42|12|true|purchased-server-4|true|5|512|0|true|0|0|1|1|264|1|0||false|1|1|NaN|0
2024-08-06 19:43:42|13|true|purchased-server-5|true|5|256|0|true|0|0|1|1|264|1|0||false|1|1|NaN|0
